Data							
Generate on XXXX-XX-XX							
resort	confirmation_no	resv_status	business_date	market_code	country_code	no_rooms_cal	rev_cal
Example	589676	CANCELLED	06-07-2023	test11	HK	0	0
Example	591867	CHECKED OUT	06-07-2023	test8	VN	1	2308.6
Example	594004	CHECKED OUT	06-07-2023	test8	VN	0	0
Example	591868	CHECKED OUT	06-07-2023	test8	VN	1	2308.6
Example	593948	CHECKED OUT	06-07-2023	test8	VN	0	0
Example	593950	CHECKED OUT	06-07-2023	test8	US	0	0
Example	591869	CHECKED OUT	06-07-2023	test8	VN	1	2308.6
Example	593547	CHECKED OUT	06-07-2023	test8	SG	1	2516.01
Example	593548	CHECKED OUT	06-07-2023	test8	SG	1	2516.01
Example	593549	CHECKED OUT	06-07-2023	test8	SG	1	2516.01
Example	593554	CANCELLED	06-07-2023	test9	TH	0	0
Example	593555	CHECKED OUT	06-07-2023	test20	KR	1	2218.77
Example	594446	CHECKED OUT	06-07-2023	test20	KR	0	0
Example	593568	NO SHOW	06-07-2023	test11	BD	0	0
Example	593574	CHECKED OUT	06-07-2023	test19	NO	1	3700
Example	592491	CHECKED IN	06-07-2023	test1	TH	0	0
Example	592492	CHECKED IN	06-07-2023	test1	TH	0	0
Example	592493	CHECKED IN	06-07-2023	test1	TH	0	0
Example	593868	CHECKED IN	06-07-2023	test1	TH	0	0
Example	593869	CHECKED IN	06-07-2023	test1	TH	0	0
Example	593871	CHECKED IN	06-07-2023	test1	TH	0	0
Example	589677	CANCELLED	06-07-2023	test11	HK	0	0
Example	589678	CANCELLED	06-07-2023	test11	HK	0	0
Example	589679	CANCELLED	06-07-2023	test11	HK	0	0
Example	589680	CANCELLED	06-07-2023	test11	HK	0	0
Example	589850	CHECKED OUT	06-07-2023	test19	US	1	3530.76
Example	589871	CHECKED OUT	06-07-2023	test21	KR	1	4720.26
Example	589872	CHECKED IN	06-07-2023	test21	KR	1	3063.51
Example	589908	CHECKED IN	06-07-2023	test21	FR	1	3550
Example	589990	CHECKED OUT	06-07-2023	test21	JP	1	3063.51
Example	589991	CHECKED OUT	06-07-2023	test21	JP	1	3063.51
Example	589992	CHECKED OUT	06-07-2023	test21	JP	1	3063.51
Example	589993	CHECKED OUT	06-07-2023	test21	IN	1	3063.51
Example	589996	CHECKED OUT	06-07-2023	test21	CN	1	3063.51
Example	594238	CHECKED OUT	06-07-2023	test19	TH	0	0
Example	593578	CHECKED OUT	06-07-2023	test11	US	0	0
Example	593593	CHECKED OUT	06-07-2023	test9	SG	1	2980.07
Example	593604	CANCELLED	06-07-2023	test12	AE	0	0
Example	593605	CANCELLED	06-07-2023	test12	AE	0	0
Example	593607	CANCELLED	06-07-2023	test12	AE	0	0
Example	593612	CHECKED IN	06-07-2023	test12	MV	1	2997.01
Example	594003	CHECKED OUT	06-07-2023	test8	VN	0	0
Example	591871	CHECKED OUT	06-07-2023	test8	VN	0	0
Example	593944	CHECKED OUT	06-07-2023	test8	VN	0	0
Example	593945	CHECKED OUT	06-07-2023	test8	VN	0	0
Example	591888	CHECKED OUT	06-07-2023	test9	US	0	0
Example	593779	CHECKED OUT	06-07-2023	test9	TH	0	0
Example	591981	CHECKED OUT	06-07-2023	test17	GB	1	2609.1
Example	593872	CHECKED IN	06-07-2023	test1	TH	0	0
Example	593947	CHECKED OUT	06-07-2023	test20	NO	0	0
Example	594085	CHECKED OUT	06-07-2023	test20	NO	0	0
Example	594086	CHECKED OUT	06-07-2023	test20	NO	0	0
Example	593951	CHECKED OUT	06-07-2023	test20	AU	0	0
Example	593952	CHECKED OUT	06-07-2023	test20	AU	0	0
Example	594141	CHECKED OUT	06-07-2023	test20	AU	0	0
Example	593955	CHECKED OUT	06-07-2023	test11	GB	1	4149
Example	593956	CHECKED OUT	06-07-2023	test11	AU	1	4149
Example	594478	CHECKED OUT	06-07-2023	test11	AU	0	0
Example	593957	CHECKED OUT	06-07-2023	test11	AU	1	4149
Example	593989	CHECKED OUT	06-07-2023	test6	NZ	0	0
Example	584096	CANCELLED	06-07-2023	test11	DE	0	0
Example	584173	CANCELLED	06-07-2023	test7	IT	0	0
Example	584520	CANCELLED	06-07-2023	test12	TH	0	0
Example	594164	CHECKED OUT	06-07-2023	test6	AU	1	3398.47
Example	594199	CHECKED OUT	06-07-2023	test8	FI	0	0
Example	592957	CHECKED OUT	06-07-2023	test8	FI	0	0
Example	594180	CHECKED OUT	06-07-2023	test8	FI	0	0
Example	592973	CHECKED OUT	06-07-2023	test8	VN	1	2308.6
Example	594232	CHECKED OUT	06-07-2023	test8	VN	0	0
Example	592997	NO SHOW	06-07-2023	test11	CN	0	0
Example	593021	CHECKED OUT	06-07-2023	test9	CN	1	2333.9
Example	594081	CHECKED OUT	06-07-2023	test9	CN	0	0
Example	593034	CANCELLED	06-07-2023	test11	MM	0	0
Example	593036	CANCELLED	06-07-2023	test11	MM	0	0
Example	593085	CHECKED IN	06-07-2023	test6	GB	1	3770.18
Example	594233	CHECKED IN	06-07-2023	test6	GB	0	0
Example	594234	CHECKED IN	06-07-2023	test6	IN	0	0
Example	594069	CHECKED OUT	06-07-2023	test17	TH	0	0
Example	592004	CANCELLED	06-07-2023	test12	SA	0	0
Example	592056	CHECKED OUT	06-07-2023	test8	US	0	0
Example	594024	CHECKED OUT	06-07-2023	test8	CN	0	0
Example	592060	CHECKED IN	06-07-2023	test12	HK	1	2749.98
Example	594464	CHECKED IN	06-07-2023	test12	HK	0	0
Example	592077	CANCELLED	06-07-2023	test7	IN	0	0
Example	592082	CHECKED OUT	06-07-2023	test12	CN	1	3574.68
Example	594247	CHECKED IN	06-07-2023	test12	MV	0	0
Example	593613	CHECKED IN	06-07-2023	test12	BD	1	2997.01
Example	594250	CHECKED IN	06-07-2023	test12	BD	0	0
Example	593629	CHECKED IN	06-07-2023	test6	TH	1	3748.09
Example	593630	CHECKED IN	06-07-2023	test6	NZ	1	5417.27
Example	593649	CHECKED IN	06-07-2023	test6	TH	0	0
Example	585296	CANCELLED	06-07-2023	test9	GB	0	0
Example	585312	CANCELLED	06-07-2023	test39	SA	0	0
Example	549245	CHECKED IN	06-07-2023	test1	TH	0	0
Example	568255	CHECKED IN	06-07-2023	test1	TH	0	0
Example	586349	CHECKED OUT	06-07-2023	test12	IN	1	2666.35
Example	594407	CHECKED OUT	06-07-2023	test12	IN	0	0
Example	586395	CANCELLED	06-07-2023	test31		0	0
Example	586430	CHECKED OUT	06-07-2023	test31	IN	1	5077.77
Example	586428	CHECKED IN	06-07-2023	test1	TH	0	0
Example	586432	CANCELLED	06-07-2023	test31		0	0
Example	584015	CHECKED IN	06-07-2023	test1	TH	0	0
Example	586487	CHECKED OUT	06-07-2023	test11	IL	1	3607.27
Example	592494	CHECKED IN	06-07-2023	test1	TH	0	0
Example	592495	CHECKED IN	06-07-2023	test1	TH	0	0
Example	592496	CHECKED IN	06-07-2023	test1	TH	0	0
Example	593095	NO SHOW	06-07-2023	test11	CN	0	0
Example	593096	NO SHOW	06-07-2023	test11	CN	0	0
Example	594270	CHECKED OUT	06-07-2023	test6	DE	0	0
Example	594261	CHECKED IN	06-07-2023	test11	KW	1	3501
Example	594291	CHECKED OUT	06-07-2023	test20	IN	1	2388.7
Example	594346	CHECKED OUT	06-07-2023	test20	DE	0	0
Example	594292	CHECKED OUT	06-07-2023	test20	KR	1	2388.7
Example	594293	CHECKED OUT	06-07-2023	test9	HK	1	3603.41
Example	594304	CHECKED OUT	06-07-2023	test4	IN	1	2939.11
Example	594469	CHECKED OUT	06-07-2023	test4	IN	0	0
Example	594305	CHECKED OUT	06-07-2023	test4	IN	1	2939.11
Example	594471	CHECKED OUT	06-07-2023	test4	IN	0	0
Example	594369	CHECKED OUT	06-07-2023	test9	JP	1	2303.74
Example	590013	CHECKED OUT	06-07-2023	test6	JP	1	2400.82
Example	593650	CHECKED OUT	06-07-2023	test11	OM	0	0.01
Example	593833	CHECKED OUT	06-07-2023	test11	OM	0	0
Example	593660	NO SHOW	06-07-2023	test11	US	0	0
Example	593661	NO SHOW	06-07-2023	test11	US	0	0
Example	593670	CHECKED OUT	06-07-2023	test35	IN	1	3466.22
Example	593671	CHECKED OUT	06-07-2023	test11	AE	1	3262.54
Example	593874	CHECKED OUT	06-07-2023	test11	SA	0	0
Example	593677	CHECKED OUT	06-07-2023	test20	IN	1	6636.79
Example	594115	CHECKED OUT	06-07-2023	test20	IN	0	0
Example	544836	CANCELLED	06-07-2023	test7	BD	0	0
Example	556359	CANCELLED	06-07-2023	test22	FR	0	0
Example	562467	CHECKED OUT	06-07-2023	test31	DK	0	0
Example	593571	CHECKED OUT	06-07-2023	test31	DK	0	0
Example	593572	CHECKED OUT	06-07-2023	test31	DK	0	0
Example	592498	CHECKED IN	06-07-2023	test1	TH	0	0
Example	592499	CHECKED IN	06-07-2023	test1	TH	0	0
Example	592500	CHECKED IN	06-07-2023	test1	TH	0	0
Example	592501	CHECKED IN	06-07-2023	test1	TH	0	0
Example	592502	CHECKED IN	06-07-2023	test1	TH	0	0
Example	592522	CHECKED OUT	06-07-2023	test9	JP	1	2333.9
Example	594090	CHECKED OUT	06-07-2023	test9	TH	0	0
Example	592527	CHECKED OUT	06-07-2023	test11	NL	0	0
Example	593402	CHECKED OUT	06-07-2023	test11	TH	0	0
Example	592544	CHECKED OUT	06-07-2023	test37	TH	0	0
Example	592556	NO SHOW	06-07-2023	test11	CN	0	0
Example	592562	NO SHOW	06-07-2023	test14	CA	0	0
Example	592596	CHECKED OUT	06-07-2023	test21	IN	1	3063.51
Example	594011	CHECKED OUT	06-07-2023	test20	KR	1	2388.7
Example	594382	CHECKED OUT	06-07-2023	test6	QA	1	4150
Example	594390	CHECKED OUT	06-07-2023	test6	IL	1	4248.09
Example	594443	CHECKED OUT	06-07-2023	test6	IL	0	0
Example	594229	CHECKED OUT	06-07-2023	test6	TH	0	0
Example	594231	CHECKED OUT	06-07-2023	test6	TH	0	0
Example	590021	CHECKED OUT	06-07-2023	test11	NP	0	0.03
Example	593854	CHECKED OUT	06-07-2023	test11	NP	0	0
Example	590075	CHECKED OUT	06-07-2023	test8	HK	0	0.01
Example	590083	CHECKED OUT	06-07-2023	test9	FI	1	2459.73
Example	590127	CHECKED OUT	06-07-2023	test14	JP	1	3280.62
Example	590196	CHECKED OUT	06-07-2023	test11	IT	1	2927.54
Example	590199	CANCELLED	06-07-2023	test15	RU	0	0
Example	590301	CHECKED IN	06-07-2023	test1	TH	0	0
Example	590389	CHECKED OUT	06-07-2023	test8	HK	1	3001.03
Example	568935	CHECKED OUT	06-07-2023	test36	DE	1	4219.2
Example	569496	CANCELLED	06-07-2023	test11	NZ	0	0
Example	569497	CANCELLED	06-07-2023	test11	NZ	0	0
Example	574399	CANCELLED	06-07-2023	test22	KR	0	0
Example	574538	CANCELLED	06-07-2023	test22	SG	0	0
Example	574540	CANCELLED	06-07-2023	test22	SG	0	0
Example	574542	CANCELLED	06-07-2023	test22	IN	0	0
Example	577104	CHECKED OUT	06-07-2023	test6	DK	1	3068.39
Example	594405	CHECKED OUT	06-07-2023	test6	DK	0	0
Example	577105	CHECKED OUT	06-07-2023	test6	DK	1	3068.39
Example	593746	CHECKED OUT	06-07-2023	test12	CN	0	0
Example	592093	CHECKED OUT	06-07-2023	test11	AU	1	2833.15
Example	592138	CHECKED OUT	06-07-2023	test11	IN	0	0
Example	577533	CHECKED IN	06-07-2023	test1	TH	0	0
Example	594107	CHECKED OUT	06-07-2023	test20	KR	0	0
Example	594012	CANCELLED	06-07-2023	test11	CN	0	0
Example	594016	NO SHOW	06-07-2023	test11	CN	0	0
Example	592447	NO SHOW	06-07-2023	test12	MM	0	0
Example	594044	CANCELLED	06-07-2023	test11	AE	0	0
Example	594060	CHECKED OUT	06-07-2023	test9	CN	1	2303.74
Example	594062	CHECKED OUT	06-07-2023	test20	CN	1	2388.7
Example	594071	CHECKED OUT	06-07-2023	test13	KR	0	0
Example	594073	CHECKED OUT	06-07-2023	test20	BD	1	2978.54
Example	594087	CHECKED OUT	06-07-2023	test6	BD	1	4611.11
Example	594114	CHECKED OUT	06-07-2023	test6	BD	0	0
Example	594088	CANCELLED	06-07-2023	test29		0	0
Example	561079	CHECKED IN	06-07-2023	test1	TH	0	0
Example	587133	CHECKED IN	06-07-2023	test30	IN	0	0
Example	594462	CHECKED OUT	06-07-2023	test8	HK	0	0
Example	590390	CHECKED OUT	06-07-2023	test8	HK	1	3001.03
Example	594460	CHECKED OUT	06-07-2023	test8	HK	0	0
Example	594461	CHECKED OUT	06-07-2023	test8	HK	0	0
Example	593125	CHECKED OUT	06-07-2023	test9	SG	1	2673.73
Example	593127	CHECKED OUT	06-07-2023	test9	SA	1	2083.89
Example	594266	CHECKED OUT	06-07-2023	test9	SA	0	0
Example	593133	CHECKED OUT	06-07-2023	test9	CN	1	2083.89
Example	594083	CHECKED OUT	06-07-2023	test9	CN	0	0
Example	593156	CHECKED OUT	06-07-2023	test9	JP	1	2869.82
Example	593181	NO SHOW	06-07-2023	test11	CN	0	0
Example	593184	NO SHOW	06-07-2023	test11	CN	0	0
Example	593250	CHECKED OUT	06-07-2023	test6		0	0
Example	593470	CHECKED OUT	06-07-2023	test6	DE	0	0
Example	592171	CHECKED OUT	06-07-2023	test11	BD	1	3203.5
Example	593210	CHECKED OUT	06-07-2023	test11	BG	0	0
Example	592172	CHECKED OUT	06-07-2023	test11	BG	1	3203.5
Example	593209	CHECKED OUT	06-07-2023	test11	BG	0	0
Example	592179	CANCELLED	06-07-2023	test11	IN	0	0
Example	592182	CANCELLED	06-07-2023	test11	IN	0	0
Example	592184	CHECKED OUT	06-07-2023	test12	GB	1	2749.95
Example	594224	CHECKED OUT	06-07-2023	test12	GB	0	0
Example	592221	CHECKED OUT	06-07-2023	test7	DE	0	0
Example	592222	CHECKED OUT	06-07-2023	test6	US	1	3195.84
Example	594076	CHECKED OUT	06-07-2023	test6	TH	0	0
Example	593689	CHECKED OUT	06-07-2023	test20	SG	1	3110.7
Example	593690	CHECKED OUT	06-07-2023	test20	SA	1	3323.29
Example	593693	CHECKED OUT	06-07-2023	test6	AU	0	0
Example	594447	CHECKED OUT	06-07-2023	test11	IL	0	0
Example	586494	CANCELLED	06-07-2023	test20	IL	0	0
Example	586814	CHECKED OUT	06-07-2023	test7	AU	0	0
Example	587442	CHECKED IN	06-07-2023	test11	DM	1	3391.6
Example	594014	CHECKED IN	06-07-2023	test11	DM	0	0
Example	587784	CANCELLED	06-07-2023	test11	OM	0	0
Example	587816	CANCELLED	06-07-2023	test11	NL	0	0
Example	587864	CHECKED OUT	06-07-2023	test15	CN	1	3351.7
Example	587866	CHECKED OUT	06-07-2023	test15	TW	1	3601.71
Example	587867	CHECKED OUT	06-07-2023	test15	TW	1	3601.71
Example	587984	CHECKED IN	06-07-2023	test9	JP	1	3785.38
Example	588032	CANCELLED	06-07-2023	test7	SG	0	0
Example	593251	NO SHOW	06-07-2023	test11	CN	0	0
Example	593253	CHECKED OUT	06-07-2023	test8	KR	1	2516.01
Example	593256	CHECKED OUT	06-07-2023	test11	SG	0	0.02
Example	593257	NO SHOW	06-07-2023	test11	CN	0	0
Example	593258	NO SHOW	06-07-2023	test11	CN	0	0
Example	594403	CHECKED OUT	06-07-2023	test1	TH	0	0
Example	594442	CHECKED IN	06-07-2023	test2	TH	0	0
Example	594449	CHECKED OUT	06-07-2023	test11	GB	0	0
Example	594475	CHECKED OUT	06-07-2023	test7	RU	1	4088.66
Example	594413	RESERVED	06-07-2023	test2	TH	0	0
Example	593326	CHECKED OUT	06-07-2023	test37	JP	1	3105.99
Example	590429	CHECKED OUT	06-07-2023	test11	IN	1	3325.54
Example	594059	CHECKED OUT	06-07-2023	test11	IN	0	0
Example	593717	CHECKED OUT	06-07-2023	test20	PL	1	2048.85
Example	593720	CHECKED OUT	06-07-2023	test11	NO	1	4322.22
Example	594181	CHECKED OUT	06-07-2023	test11	TH	0	0
Example	593728	CHECKED OUT	06-07-2023	test11	SG	1	4322.22
Example	593745	CHECKED OUT	06-07-2023	test7	TH	1	4925.97
Example	593749	CHECKED IN	06-07-2023	test1	TH	0	0
Example	593755	CHECKED OUT	06-07-2023	test4	KR	1	4299.11
Example	593790	CANCELLED	06-07-2023	test9	JP	0	0
Example	593791	CHECKED OUT	06-07-2023	test9	TW	1	2303.74
Example	593793	CHECKED OUT	06-07-2023	test9	US	1	2303.74
Example	593794	CHECKED OUT	06-07-2023	test9		0	0
Example	593798	CHECKED OUT	06-07-2023	test13	TW	1	0
Example	594397	CHECKED OUT	06-07-2023	test6	DK	0	0
Example	588345	CHECKED OUT	06-07-2023	test11	TW	1	3891.6
Example	588346	CHECKED OUT	06-07-2023	test11	TW	1	3891.6
Example	592607	NO SHOW	06-07-2023	test11	CN	0	0
Example	592615	CHECKED OUT	06-07-2023	test21	DE	0	0
Example	592623	CHECKED OUT	06-07-2023	test20	MY	0	0
Example	592624	NO SHOW	06-07-2023	test11	CN	0	0
Example	592628	NO SHOW	06-07-2023	test11	CN	0	0
Example	592658	CHECKED OUT	06-07-2023	test9	KR	1	2673.74
Example	592720	CHECKED OUT	06-07-2023	test20	CN	1	2728.55
Example	593995	CHECKED OUT	06-07-2023	test20	HK	0	0
Example	592726	CHECKED OUT	06-07-2023	test20	CN	1	2728.55
Example	592727	CHECKED OUT	06-07-2023	test20	CN	1	2728.54
Example	592744	CANCELLED	06-07-2023	test11	TW	0	0
Example	592348	CHECKED OUT	06-07-2023	test11	QA	0	0
Example	591129	CHECKED OUT	06-07-2023	test20	IN	0	0
Example	590476	CHECKED OUT	06-07-2023	test9	MY	1	2459.71
Example	590482	CHECKED OUT	06-07-2023	test9	KR	1	2459.72
Example	594377	CHECKED OUT	06-07-2023	test9	KR	0	0
Example	590500	CANCELLED	06-07-2023	test11	HK	0	0
Example	590509	CHECKED OUT	06-07-2023	test15	SE	1	2764.8
Example	594466	CHECKED OUT	06-07-2023	test15	SE	0	0
Example	594467	CHECKED OUT	06-07-2023	test15	SE	0	0
Example	590510	CHECKED OUT	06-07-2023	test15	SE	1	2140
Example	594465	CHECKED OUT	06-07-2023	test15	SE	0	0
Example	590513	CHECKED OUT	06-07-2023	test22	NZ	1	2981.46
Example	590525	CANCELLED	06-07-2023	test7	AU	0	0
Example	590696	CANCELLED	06-07-2023	test15	RU	0	0
Example	590697	CANCELLED	06-07-2023	test15	RU	0	0
Example	593305	CHECKED OUT	06-07-2023	test19	MY	1	3700.08
Example	577106	CHECKED OUT	06-07-2023	test6	SG	1	3068.39
Example	594477	CHECKED OUT	06-07-2023	test6	SG	0	0
Example	577107	CHECKED OUT	06-07-2023	test6	DK	1	3068.39
Example	594213	CHECKED OUT	06-07-2023	test6	DK	0	0
Example	577108	CHECKED OUT	06-07-2023	test6	DK	1	3068.39
Example	594404	CHECKED OUT	06-07-2023	test6	SE	0	0
Example	577109	CHECKED OUT	06-07-2023	test6	DK	1	3068.39
Example	594211	CHECKED OUT	06-07-2023	test6	DK	0	0
Example	577110	CHECKED OUT	06-07-2023	test6	DK	1	3068.39
Example	594295	CHECKED OUT	06-07-2023	test6	DK	0	0
Example	576700	CANCELLED	06-07-2023	test7	SG	0	0
Example	576699	CANCELLED	06-07-2023	test7	SG	0	0
Example	578274	CANCELLED	06-07-2023	test11	MY	0	0
Example	578278	CANCELLED	06-07-2023	test11	MY	0	0
Example	592775	CANCELLED	06-07-2023	test11	AE	0	0
Example	592776	CANCELLED	06-07-2023	test11	AE	0	0
Example	592777	CANCELLED	06-07-2023	test11	AE	0	0
Example	591188	CHECKED IN	06-07-2023	test2	TH	0	0
Example	591433	CHECKED IN	06-07-2023	test2	TH	0	0
Example	592791	CHECKED IN	06-07-2023	test3	ES	0	0
Example	592915	CHECKED IN	06-07-2023	test26	TH	0	0
Example	593675	CHECKED OUT	06-07-2023	test15	NP	0	0
Example	594093	NO SHOW	06-07-2023	test11	CN	0	0
Example	594102	CHECKED OUT	06-07-2023	test11	IN	1	4311
Example	594456	CHECKED OUT	06-07-2023	test11	IN	0	0
Example	594457	CHECKED OUT	06-07-2023	test11	IN	0	0
Example	594108	CANCELLED	06-07-2023	test11	UA	0	0
Example	594110	CANCELLED	06-07-2023	test7	GB	0	0
Example	594136	CANCELLED	06-07-2023	test11	CN	0	0
Example	546065	CHECKED IN	06-07-2023	test1	TH	0	0
Example	581424	CHECKED IN	06-07-2023	test1	TH	0	0
Example	581426	CHECKED IN	06-07-2023	test1	TH	0	0
Example	584421	CHECKED IN	06-07-2023	test2	TH	0	0
Example	590077	CHECKED IN	06-07-2023	test2	TH	0	0
Example	590687	CHECKED IN	06-07-2023	test3	TH	0	0
Example	590758	CHECKED OUT	06-07-2023	test2	FR	0	0
Example	591767	CHECKED IN	06-07-2023	test4	NL	0	0
Example	592480	CHECKED IN	06-07-2023	test2	TH	0	0
Example	592694	CHECKED IN	06-07-2023	test1	MY	0	0
Example	592874	CHECKED IN	06-07-2023	test1	BE	0	0
Example	593315	NO SHOW	06-07-2023	test11	IN	0	0
Example	590743	CHECKED OUT	06-07-2023	test29	PH	1	4276.78
Example	592223	CHECKED OUT	06-07-2023	test6	US	1	3535.68
Example	592256	CANCELLED	06-07-2023	test11	GB	0	0
Example	592290	CHECKED OUT	06-07-2023	test32	IN	1	2473.66
Example	594084	CHECKED OUT	06-07-2023	test32	IN	0	0
Example	592303	CHECKED OUT	06-07-2023	test25	CA	1	5300.01
Example	593688	CHECKED OUT	06-07-2023	test25	PH	0	0
Example	592347	CHECKED OUT	06-07-2023	test11	QA	0	0
Example	592351	CHECKED OUT	06-07-2023	test11	BD	1	3203.5
Example	593298	CHECKED OUT	06-07-2023	test11	TH	0	0
Example	593299	CHECKED OUT	06-07-2023	test11	TH	0	0
Example	592403	NO SHOW	06-07-2023	test11	CN	0	0
Example	592411	CANCELLED	06-07-2023	test11	CN	0	0
Example	592412	CHECKED OUT	06-07-2023	test9	ID	1	2333.9
Example	592426	CHECKED OUT	06-07-2023	test9	IN	1	2516.35
Example	594138	CHECKED OUT	06-07-2023	test20	SA	1	2303.74
Example	594143	CHECKED OUT	06-07-2023	test20	SA	0	0
Example	594139	CHECKED OUT	06-07-2023	test20	SA	1	2303.74
Example	588604	CHECKED OUT	06-07-2023	test21	GB	0	0
Example	588631	CHECKED OUT	06-07-2023	test20	IN	1	3837.94
Example	594378	CHECKED OUT	06-07-2023	test20	AU	0	0
Example	594379	CHECKED OUT	06-07-2023	test20	AU	0	0
Example	588883	CHECKED OUT	06-07-2023	test31	FR	1	4535.13
Example	589036	CANCELLED	06-07-2023	test11	AE	0	0
Example	589037	CANCELLED	06-07-2023	test11	AE	0	0
Example	589038	CANCELLED	06-07-2023	test11	AE	0	0
Example	589051	CHECKED OUT	06-07-2023	test8	SA	0	0
Example	589314	CHECKED OUT	06-07-2023	test8	SA	0	0
Example	589132	CANCELLED	06-07-2023	test15	IN	0	0
Example	590746	NO SHOW	06-07-2023	test11	BD	0	0
Example	590747	NO SHOW	06-07-2023	test11	BD	0	0
Example	590751	CANCELLED	06-07-2023	test11	GB	0	0
Example	590893	CANCELLED	06-07-2023	test11	GB	0	0
Example	590911	CHECKED OUT	06-07-2023	test11	IN	1	3166.66
Example	594473	CHECKED OUT	06-07-2023	test11	IN	0	0
Example	590954	CANCELLED	06-07-2023	test20	KR	0	0
Example	591003	CANCELLED	06-07-2023	test11	IN	0	0
Example	591053	CANCELLED	06-07-2023	test11	CN	0	0
Example	591081	CHECKED OUT	06-07-2023	test20	SG	1	2950
Example	591090	CANCELLED	06-07-2023	test11	AE	0	0
Example	591092	NO SHOW	06-07-2023	test11	CN	0	0
Example	591117	CHECKED OUT	06-07-2023	test20	KR	0	0
Example	593751	CHECKED OUT	06-07-2023	test20	KR	0	0
Example	593317	CHECKED OUT	06-07-2023	test11	SG	0	0.02
Example	592449	NO SHOW	06-07-2023	test12	MM	0	0
Example	593799	CANCELLED	06-07-2023	test13	TW	0	0
Example	593800	CHECKED OUT	06-07-2023	test13	TH	0	0
Example	593823	CHECKED OUT	06-07-2023	test20	KW	1	2561.06
Example	593849	CHECKED OUT	06-07-2023	test20	KW	0	0
Example	593851	CHECKED OUT	06-07-2023	test20	KW	0	0
Example	593824	CHECKED OUT	06-07-2023	test20	SA	1	2303.74
Example	593848	CHECKED OUT	06-07-2023	test20	SA	0	0
Example	593825	NO SHOW	06-07-2023	test11	CN	0	0
Example	593828	NO SHOW	06-07-2023	test11	CN	0	0
Example	593836	CHECKED OUT	06-07-2023	test11	JP	1	3657
Example	593842	CHECKED OUT	06-07-2023	test20	KR	1	2048.85
Example	593847	CHECKED OUT	06-07-2023	test9	TW	1	2303.74
Example	593859	NO SHOW	06-07-2023	test11	CN	0	0
Example	589133	CANCELLED	06-07-2023	test15	IN	0	0
Example	589134	CANCELLED	06-07-2023	test15	IN	0	0
Example	589136	CHECKED IN	06-07-2023	test15	IL	1	5980.84
Example	589137	CHECKED IN	06-07-2023	test15	IL	1	5980.84
Example	592781	CHECKED OUT	06-07-2023	test11	GB	0	0
Example	593785	CHECKED OUT	06-07-2023	test11		0	0
Example	592787	CHECKED OUT	06-07-2023	test6	BD	1	6127.02
Example	594013	CHECKED OUT	06-07-2023	test6	BR	0	0
Example	594017	CHECKED OUT	06-07-2023	test6	BR	0	0
Example	592792	CHECKED OUT	06-07-2023	test12	SE	1	2749.95
Example	594176	CHECKED OUT	06-07-2023	test12	TH	0	0
Example	592795	CHECKED OUT	06-07-2023	test20	EE	0	0
Example	592822	CHECKED OUT	06-07-2023	test20	DE	0	0
Example	593821	CHECKED OUT	06-07-2023	test20	ID	0	0
Example	594744	CHECKED IN	06-07-2023	test9	KR	0	0
Example	590637	CHECKED IN	06-07-2023	test15	BD	0	0
Example	589203	CHECKED IN	06-07-2023	test1	TH	0	0
Example	593517	CHECKED OUT	06-07-2023	test9	IN	0	0
Example	586719	CHECKED IN	06-07-2023	test21	JP	1	3318.39
Example	588147	CHECKED IN	06-07-2023	test1	TH	0	0
Example	543908	CHECKED IN	06-07-2023	test1	TH	0	0
Example			06-07-2023	test34		0	0
Example			06-07-2023	test34		0	0
Example	590911	CHECKED OUT	07-07-2023	test11	IN	1	3128.18
Example	594473	CHECKED OUT	07-07-2023	test11	IN	0	0
Example	590931	CHECKED IN	07-07-2023	test21	DZ	1	2950
Example	590962	CHECKED OUT	07-07-2023	test8	JP	1	2251.69
Example	590975	CANCELLED	07-07-2023	test12	SA	0	0
Example	590977	CHECKED OUT	07-07-2023	test12	SA	1	2682.16
Example	591003	CANCELLED	07-07-2023	test11	IN	0	0
Example	593376	CHECKED OUT	07-07-2023	test9	TW	1	2303.74
Example	594490	CHECKED OUT	07-07-2023	test9	TW	0	0
Example	593388	CHECKED IN	07-07-2023	test11	BD	1	3158.6
Example	593465	CHECKED IN	07-07-2023	test11	BD	0	0
Example	593389	CHECKED IN	07-07-2023	test11	KW	1	3158.6
Example	593462	CHECKED IN	07-07-2023	test11	BD	0	0
Example	593464	CHECKED IN	07-07-2023	test11	BD	0	0
Example	594478	CHECKED OUT	07-07-2023	test11	AU	0	0
Example	593957	CHECKED OUT	07-07-2023	test11	AU	1	3978.02
Example	593998	CHECKED OUT	07-07-2023	test10	KR	1	4170
Example	594011	CHECKED OUT	07-07-2023	test20	KR	0	0
Example	594107	CHECKED OUT	07-07-2023	test20	KR	0	0
Example	594012	CANCELLED	07-07-2023	test11	CN	0	0
Example	594016	NO SHOW	07-07-2023	test11	CN	0	0
Example	592447	NO SHOW	07-07-2023	test12	MM	0	0
Example	594052	CHECKED OUT	07-07-2023	test14	KR	1	4170
Example	594060	CHECKED OUT	07-07-2023	test9	CN	0	0
Example	594062	CHECKED OUT	07-07-2023	test20	CN	0	0
Example	594073	CHECKED OUT	07-07-2023	test20	BD	1	2978.54
